VALUE,EVT_Fuel,EVT_Name,EVT_LF,SystemGroupID,SystmGrpPhys,SystmGrpName,SAF_SRM,NVCSOrder,NVCSClass,NVCSSubclass,r,g,b,Red,Green,Blue
3772,2772,Arctic Peatlands,Shrub,773,Riparian,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Shrub-dominated,Dwarf Shrubland,Deciduous dwarf-shrubland,133,39,8,0.521569,0.152941,0.031373
3773,2773,Boreal Peatlands,Shrub,773,Riparian,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Shrub-dominated,Shrubland,Deciduous shrubland,133,39,8,0.521569,0.152941,0.031373
3774,2774,Pacific Maritime Peatlands,Tree,683,Conifer,Peatland Forests,LF 72: Peatland Forests,Tree-dominated,Open tree canopy,Evergreen open tree canopy,79,36,26,0.309804,0.141176,0.101961
3775,2761,Aleutian Floodplains,Tree,772,Riparian,Shrub and Herbaceous Floodplain Wetland,SRM 909: Freshwater Marsh,Shrub-dominated,Shrubland,Deciduous shrubland,255,153,0,1.000000,0.600000,0.000000
3776,2776,Boreal Riparian Stringer Forest and Shrubland,Tree,770,Riparian,Riparian Stringer Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
3777,2777,Boreal Shrub Swamp,Shrub,774,Shrubland,Shrub Swamp,SRM 917: Tall Shrub Swamp,Shrub-dominated,Shrubland,Deciduous shrubland,166,76,17,0.650980,0.298039,0.066667
3778,2778,Pacific Maritime Shrub Swamp,Shrub,774,Shrubland,Shrub Swamp,SRM 917: Tall Shrub Swamp,Shrub-dominated,Shrubland,Deciduous shrubland,166,76,17,0.650980,0.298039,0.066667
3779,2779,Western North American Boreal White Spruce-Hardwood Forest,Tree,785,Conifer-Hardwood,White Spruce-Hardwood Forest and Woodland,SAF 202: White Spruce-Paper Birch,Treed,Closed tree canopy,Mixed,159,255,128,0.623529,1.000000,0.501961
3780,2780,Western North American Boreal White Spruce-Hardwood Forest,Tree,785,Conifer-Hardwood,White Spruce-Hardwood Forest and Woodland,SAF 202: White Spruce-Paper Birch,Treed,Closed tree canopy,Mixed,159,255,128,0.623529,1.000000,0.501961
3781,2781,Arctic Sedge-Tussock-Lichen Tundra,Shrub,777,Shrubland,Sparse Tundra,SRM 919: Wet Meadow Tundra,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,49,18,1.000000,0.192157,0.070588
3782,2782,Boreal Tussock Tundra,Herb,781,Shrubland,Tussock Tundra,SRM 918: Tussock Tundra,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,73,28,1.000000,0.286275,0.109804
3783,2783,Arctic Tussock Tundra,Shrub,781,Shrubland,Tussock Tundra,SRM 918: Tussock Tundra,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,73,28,1.000000,0.286275,0.109804
3784,2784,Arctic Shrub-Tussock Tundra,Shrub,781,Shrubland,Tussock Tundra,SRM 918: Tussock Tundra,Shrub-dominated,Shrubland,Deciduous shrubland,255,73,28,1.000000,0.286275,0.109804
3785,2785,Arctic Shrub Tundra,Shrub,775,Shrubland,Shrub Tundra,SRM 916: Sedge-Shrub Tundra,Shrub-dominated,Shrubland,Deciduous shrubland,194,68,21,0.760784,0.266667,0.082353
3786,2786,Boreal Shrub-Tussock Tundra,Shrub,781,Shrubland,Tussock Tundra,SRM 918: Tussock Tundra,Shrub-dominated,Shrubland,Deciduous shrubland,255,73,28,1.000000,0.286275,0.109804
3787,2763,Boreal Floodplains,Herb,763,Hardwood,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
3788,2763,Boreal Floodplains,Shrub,763,Hardwood,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
3789,2789,Alaska Sub-boreal White Spruce-Hardwood Forest,Tree,785,Conifer-Hardwood,White Spruce-Hardwood Forest and Woodland,SAF 202: White Spruce-Paper Birch,Treed,Closed tree canopy,Mixed,159,255,128,0.623529,1.000000,0.501961
3790,2764,Pacific Maritime Floodplains,Shrub,763,Hardwood,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
3791,2791,Aleutian Sparsely Vegetated,Sparse,755,Non-vegetated,"Bedrock, Scree, and Talus",LF 31: Barren,No dominant lifeform,Sparsely Vegetated,Sparsely vegetated,191,191,191,0.749020,0.749020,0.749020
3792,2792,Arctic Sparsely Vegetated,Sparse,755,Non-vegetated,"Bedrock, Scree, and Talus",LF 31: Barren,No dominant lifeform,Sparsely Vegetated,Sparsely vegetated,191,191,191,0.749020,0.749020,0.749020
3793,2793,Boreal Sparsely Vegetated,Sparse,755,Non-vegetated,"Bedrock, Scree, and Talus",LF 31: Barren,No dominant lifeform,Sparsely Vegetated,Sparsely vegetated,191,191,191,0.749020,0.749020,0.749020
3794,2794,Pacific Maritime Sparsely Vegetated,Sparse,755,Non-vegetated,"Bedrock, Scree, and Talus",LF 31: Barren,No dominant lifeform,Sparsely Vegetated,Sparsely vegetated,191,191,191,0.749020,0.749020,0.749020
3795,2771,Aleutian Peatlands,Herb,773,Riparian,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Shrub-dominated,Shrubland,Deciduous shrubland,133,39,8,0.521569,0.152941,0.031373
3796,2772,Arctic Peatlands,Herb,773,Riparian,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Shrub-dominated,Dwarf Shrubland,Deciduous dwarf-shrubland,133,39,8,0.521569,0.152941,0.031373
3797,2774,Pacific Maritime Peatlands,Shrub,683,Conifer,Peatland Forests,LF 72: Peatland Forests,Tree-dominated,Open tree canopy,Evergreen open tree canopy,79,36,26,0.309804,0.141176,0.101961
3798,2781,Arctic Sedge-Tussock-Lichen Tundra,Herb,777,Shrubland,Sparse Tundra,SRM 919: Wet Meadow Tundra,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,49,18,1.000000,0.192157,0.070588
3799,2783,Arctic Tussock Tundra,Herb,781,Shrubland,Tussock Tundra,SRM 918: Tussock Tundra,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,73,28,1.000000,0.286275,0.109804
3800,21,Developed-Open Space,Developed,21,Developed,Developed-Open Space,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,No Dominant Lifeform,52,52,52,0.203922,0.203922,0.203922
3801,22,Developed-Low Intensity,Developed,22,Developed,Developed-Low Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,No Dominant Lifeform,255,122,143,1.000000,0.478431,0.560784
3802,23,Developed-Medium Intensity,Developed,23,Developed,Developed-Medium Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,No Dominant Lifeform,253,44,79,0.992157,0.172549,0.309804
3803,24,Developed-High Intensity,Developed,24,Developed,Developed-High Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,No Dominant Lifeform,173,0,28,0.678431,0.000000,0.109804
3804,82,Agriculture-Cultivated Crops and Irrigated Agriculture,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255,255,119,1.000000,1.000000,0.466667
3805,11,Water,Water,11,Non-vegetated,Open Water,LF 11: Water,Non-vegetated,Non-vegetated,Non-vegetated,0,0,255,0.000000,0.000000,1.000000
3806,2806,Hawai'i Bog,Herb,675,Grassland,Inland Marshes and Prairies,LF 78: Hawai'i Mesic Grassland,Herbaceous/Non-vascular,Herbaceous - grassland,Perennial graminoid,255,114,48,1.000000,0.447059,0.188235
3807,2836,Hawai'i Islands Introduced Wetland Vegetation-Tree,Tree,708,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255,105,46,1.000000,0.411765,0.180392
3808,2808,Hawai'i Lowland Rainforest,Tree,790,Hardwood,Hawai'i Rainforest,LF 73: Hawai'i Rainforest,Tree-dominated,Closed tree canopy,Evergreen,192,255,138,0.752941,1.000000,0.541176
3809,2809,Hawai'i Montane Cloud Forest,Tree,790,Hardwood,Hawai'i Rainforest,LF 73: Hawai'i Rainforest,Tree-dominated,Closed tree canopy,Evergreen,192,255,138,0.752941,1.000000,0.541176
3810,2810,Hawai'i Montane Rainforest,Tree,790,Hardwood,Hawai'i Rainforest,LF 73: Hawai'i Rainforest,Tree-dominated,Closed tree canopy,Evergreen,192,255,138,0.752941,1.000000,0.541176
3811,2811,Hawai'i Wet Cliff and Ridge Crest Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen,150,58,12,0.588235,0.227451,0.047059
3812,2837,Hawai'i Introduced Wetland Vegetation-Shrub,Shrub,708,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,105,46,1.000000,0.411765,0.180392
3813,2813,Hawai'i Lowland Dry Forest,Tree,791,Hardwood,Hawai'i Dry Forest,LF 74: Hawai'i Dry Forest,Tree-dominated,Closed tree canopy,Evergreen,186,163,119,0.729412,0.639216,0.466667
3814,2814,Hawai'i Lowland Mesic Forest,Tree,792,Hardwood,Hawai'i Mesic Forest,LF 75: Hawai'i Mesic Forest,Tree-dominated,Closed tree canopy,Evergreen,0,92,0,0.000000,0.360784,0.000000
3815,2815,Hawai'i Montane-Subalpine Dry Forest and Woodland,Tree,791,Hardwood,Hawai'i Dry Forest,LF 74: Hawai'i Dry Forest,Tree-dominated,Open tree canopy,Evergreen,186,163,119,0.729412,0.639216,0.466667
3816,2816,Hawai'i Montane-Subalpine Mesic Forest,Tree,792,Hardwood,Hawai'i Mesic Forest,LF 75: Hawai'i Mesic Forest,Tree-dominated,Closed tree canopy,Evergreen,0,92,0,0.000000,0.360784,0.000000
3817,2817,Hawai'i Lowland Dry Shrubland,Shrub,793,Shrubland,Hawai'i Dry Shrubland,LF 77: Hawai'i Dry Shrubland,Shrub-dominated,Shrubland,Evergreen,156,128,92,0.611765,0.501961,0.360784
3818,2818,Hawai'i Lowland Mesic Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen,150,58,12,0.588235,0.227451,0.047059
3819,2819,Hawai'i Lowland Dry Grassland,Herb,795,Grassland,Hawai'i Dry Grassland,LF 79: Hawai'i Dry Grassland,Herbaceous/Non-vascular,Herbaceous - grassland,Perennial graminoid,251,121,54,0.984314,0.474510,0.211765
3820,2820,Hawai'i Lowland Mesic Grassland,Herb,796,Grassland,Hawai'i Mesic Grassland,LF 78: Hawai'i Mesic Grassland,Herbaceous/Non-vascular,Herbaceous - grassland,Perennial graminoid,255,114,48,1.000000,0.447059,0.188235
3821,2821,Hawai'i Montane-Subalpine Dry Shrubland,Shrub,793,Shrubland,Hawai'i Dry Shrubland,LF 77: Hawai'i Dry Shrubland,Shrub-dominated,Shrubland,Evergreen,156,128,92,0.611765,0.501961,0.360784
3822,2822,Hawai'i Montane-Subalpine Dry Grassland,Herb,795,Grassland,Hawai'i Dry Grassland,LF 79: Hawai'i Dry Grassland,Herbaceous/Non-vascular,Herbaceous - grassland,Perennial graminoid,251,121,54,0.984314,0.474510,0.211765
3823,2823,Hawai'i Montane-Subalpine Mesic Grassland,Herb,796,Grassland,Hawai'i Mesic Grassland,LF 78: Hawai'i Mesic Grassland,Herbaceous/Non-vascular,Herbaceous - grassland,Perennial graminoid,255,114,48,1.000000,0.447059,0.188235
3824,2824,Hawai'i Alpine Dwarf-Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Dwarf Shrubland,Evergreen,150,58,12,0.588235,0.227451,0.047059
3825,2825,Hawai'i Dry Cliff,Shrub,793,Shrubland,Hawai'i Dry Shrubland,LF 77: Hawai'i Dry Shrubland,Shrub-dominated,Shrubland,Evergreen,156,128,92,0.611765,0.501961,0.360784
3826,2826,Hawai'i Dry Coastal Strand,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Dwarf Shrubland,Evergreen,150,58,12,0.588235,0.227451,0.047059
3827,2827,Hawai'i Wet-Mesic Coastal Strand,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen,150,58,12,0.588235,0.227451,0.047059
3828,2828,Hawai'i Subalpine Mesic Shrubland,Shrub,794,Shrubland,Hawai'i Mesic Shrubland,LF 76: Hawai'i Mesic Shrubland,Shrub-dominated,Shrubland,Evergreen,255,114,48,1.000000,0.447059,0.188235
3830,31,Barren,Barren,31,Non-vegetated,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,191,191,191,0.749020,0.749020,0.749020
3832,31,Barren,Barren,31,Non-vegetated,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,191,191,191,0.749020,0.749020,0.749020
3833,2833,Pacific Islands Limestone Forest,Tree,801,Hardwood,Pacific Islands Limestone Forest,LF 81: Pacific Islands Limestone Forest,Tree-dominated,Closed tree canopy,Evergreen,63,255,46,0.247059,1.000000,0.180392
3834,2834,Pacific Islands Littoral/Strand Vegetation,Tree,802,Hardwood,Pacific Islands Littoral/Strand Vegetation,LF 82: Pacific Islands Littoral/Strand Vegetation,Tree-dominated,Closed tree canopy,Evergreen,42,255,31,0.164706,1.000000,0.121569
3835,2835,Pacific Islands Lowland Forest,Tree,803,Hardwood,Pacific Islands Lowland Forest,LF 83: Pacific Islands Lowland Forest,Tree-dominated,Closed tree canopy,Evergreen,224,252,192,0.878431,0.988235,0.752941
3836,2851,Pacific Islands Mangrove Forest,Tree,804,Hardwood,Pacific Islands Mangrove Forest,LF 84: Pacific Islands Mangrove Forest,Tree-dominated,Closed tree canopy,Evergreen,0,237,0,0.000000,0.929412,0.000000
3837,2844,Pacific Islands Palm Forest,Tree,805,Hardwood,Pacific Islands Palm Forest,LF 85: Pacific Islands Palm Forest,Tree-dominated,Closed tree canopy,Evergreen,121,255,94,0.474510,1.000000,0.368627
3838,2838,Hawai'i Introduced Wetland Vegetation-Herbaceous,Herb,709,Exotic Herbaceous,Introduced Herbaceous Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,105,46,1.000000,0.411765,0.180392
3839,2839,Pacific Islands Ravine Forest,Tree,806,Hardwood,Pacific Islands Ravine Forest,LF 86: Pacific Islands Ravine Forest,Tree-dominated,Closed tree canopy,Evergreen,0,237,0,0.000000,0.929412,0.000000
3840,2840,Pacific Islands Savannah,Tree,807,Hardwood,Pacific Islands Savannah,LF 87: Pacific Islands Savannah,Tree-dominated,Open Tree Canopy,Mixed,0,222,0,0.000000,0.870588,0.000000
3841,2841,Pacific Islands Scrub Forest/Shrub,Tree,808,Riparian,Pacific Islands Scrub Forest/Shrub,LF 88: Pacific Islands Scrub Forest/Shrub,Tree-dominated,Shrubland,Mixed,0,204,0,0.000000,0.800000,0.000000
3842,2842,Pacific Islands Swamp/Marsh,Shrub,809,Riparian,Pacific Islands Swamp/Marsh,LF 89: Pacific Islands Swamp/Marsh,Shrub-dominated,Shrubland,Mixed,67,162,181,0.262745,0.635294,0.709804
3843,2843,Pacific Islands Upland Forest,Tree,810,Hardwood,Pacific Islands Upland Forest,LF 90: Pacific Islands Upland Forest,Tree-dominated,Closed tree canopy,Evergreen,0,189,0,0.000000,0.741176,0.000000
3845,2845,Hawai'i Introduced Dry Forest,Tree,707,Hardwood,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Closed Tree Canopy,Mixed,255,105,46,1.000000,0.411765,0.180392
3846,2846,Hawai'i Introduced Wet-Mesic Forest,Tree,707,Hardwood,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Closed Tree Canopy,Evergreen,255,105,46,1.000000,0.411765,0.180392
3847,2847,Hawai'i Introduced Deciduous Shrubland,Shrub,706,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Deciduous,255,105,46,1.000000,0.411765,0.180392
3848,2848,Hawai'i Introduced Perennial Grassland,Herb,703,Grassland,Introduced Perennial Grassland and Forbland,LF 54: Introduced Upland Vegetation - Herbaceous,Herbaceous/Non-vascular,Herbaceous - Grassland,Perennial graminoid,255,105,46,1.000000,0.411765,0.180392
3849,2849,Hawai'i Introduced Evergreen Shrubland,Shrub,706,Shrubland,Introduced Upland Vegetation-Shrub,LF 52: Introduced Upland Vegetation - Shrub,Shrub-dominated,Shrubland,Evergreen,255,105,46,1.000000,0.411765,0.180392
3850,2850,Pacific Islands Introduced Forest,Tree,707,Hardwood,Introduced Upland Vegetation-Treed,LF 51: Introduced Upland Vegetation - Tree,Tree-dominated,Open Tree Canopy,Mixed,0,173,0,0.000000,0.678431,0.000000
3852,2852,Hawai'i Introduced Coastal Wetland Vegetation - Tree,Tree,708,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Tree-dominated,Closed Tree Canopy,Mixed,255,105,46,1.000000,0.411765,0.180392
3853,2853,Hawai'i Introduced Coastal Wetland Vegetation - Shrub,Shrub,708,Riparian,Introduced Woody Wetland Vegetation,LF 58: Introduced Woody Wetlands and Riparian Vegetation,Shrub-dominated,Shrubland,Mixed,255,105,46,1.000000,0.411765,0.180392
3854,2854,Hawai'i Introduced Coastal Wetland Vegetation - Herbaceous,Herb,709,Riparian,Introduced Herbaceous Wetland Vegetation,LF 59: Introduced Herbaceous Wetland and Riparian Vegetation,Herbaceous/Non-vascular,Herbaceous - Grassland,Perennial graminoid,255,105,46,1.000000,0.411765,0.180392
3855,2855,Hawai'i Managed Tree Plantation,Tree,731,Hardwood,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Open Tree Canopy,Mixed,158,67,14,0.619608,0.262745,0.054902
3856,2856,Pacific Islands Plantation Forest,Tree,731,Hardwood,Managed Tree Plantation,LF 61: Managed Tree Plantation,Tree-dominated,Open Tree Canopy,Mixed,158,67,14,0.619608,0.262745,0.054902
3857,20,Urban,Developed,20,Developed,Developed-General ,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,No Dominant Lifeform,52,52,52,0.203922,0.203922,0.203922
3858,80,Agriculture,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255,210,119,1.000000,0.823529,0.466667
3859,11,Water,Water,11,Non-vegetated,Open Water,LF 11: Water,Non-vegetated,Non-vegetated,Non-vegetated,0,0,255,0.000000,0.000000,1.000000
3860,2860,Caribbean High-medium density urban,Developed,23,Developed,Developed-Medium Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,No Dominant Lifeform,52,52,52,0.203922,0.203922,0.203922
3861,2861,Caribbean Low-medium density urban,Developed,24,Developed,Developed-High Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,No Dominant Lifeform,52,52,52,0.203922,0.203922,0.203922
3862,2862,Caribbean Herbaceous agriculture - cultivated lands,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255,235,153,1.000000,0.921569,0.600000
3863,2863,Caribbean Active sun coffee and mixed woody agriculture,Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Shrubland,Mixed,203,255,171,0.796078,1.000000,0.670588
3864,2864,"Caribbean Pasture, hay or inactive agriculture",Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255,210,119,1.000000,0.823529,0.466667
3865,2865,"Caribbean Pasture, hay or other grassy areas",Agriculture,82,Agricultural,Agriculture-Cultivated Crops and Irrigated Agriculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous / Nonvascular-dominated,Annual Graminoid/Forb,255,210,119,1.000000,0.823529,0.466667
3866,2866,Caribbean Drought deciduous open woodland,Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous,131,222,110,0.513725,0.870588,0.431373
3867,2867,Caribbean Drought deciduous dense woodland,Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous,121,217,207,0.474510,0.850980,0.811765
3868,2868,"Caribbean Deciduous, evergreen coastal and mixed forest or shrubland with succulents",Tree,821,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,180,255,148,0.705882,1.000000,0.580392
3869,2869,Caribbean Semi-deciduous and drought deciduous forest on alluvium and non-carbonate substrates,Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous,191,255,233,0.749020,1.000000,0.913725
3870,2870,Caribbean Semi-deciduous and drought deciduous forest on karst (includes semi-evergreen forest),Tree,820,Hardwood,Caribbean Deciduous Forest,LF 91: Caribbean Deciduous Forest,Tree-dominated,Closed tree canopy,Deciduous,121,217,207,0.474510,0.850980,0.811765
3871,2871,"Caribbean Drought deciduous, semi-deciduous and seasonal evergreen forest on serpentine",Tree,821,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0,222,0,0.000000,0.870588,0.000000
3872,2872,Caribbean Seasonal evergreen and semi-deciduous forest on karst,Tree,822,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,96,255,71,0.376471,1.000000,0.278431
3873,2873,Caribbean Seasonal evergreen and evergreen forest,Tree,823,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen,0,51,0,0.000000,0.200000,0.000000
3874,2874,Caribbean Seasonal evergreen forest with coconut palm,Tree,824,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen,180,255,148,0.705882,1.000000,0.580392
3875,2875,Caribbean Evergreen and seasonal evergreen forest on karst,Tree,825,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen,174,245,224,0.682353,0.960784,0.878431
3876,2876,Caribbean Evergreen forest on serpentine,Tree,826,Hardwood,Caribbean Evergreen Forest,LF 93: Caribbean Evergreen Forest,Tree-dominated,Closed tree canopy,Evergreen,0,92,0,0.000000,0.360784,0.000000
3877,2877,"Caribbean Elfin, sierra palm, transitional and tall cloud forest",Tree,821,Hardwood,Caribbean Mixed Evergreen Deciduous Forest,LF 92: Caribbean Mixed Evergreen Deciduous Forest,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,174,245,224,0.682353,0.960784,0.878431
3878,2878,Caribbean Emergent wetlands including seasonnally flooded pasture,Shrub,824,Riparian,Caribbean Shrub/Herbaceous Wetland,LF 94: Caribbean Shrub/Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed,255,210,119,1.000000,0.823529,0.466667
3879,2879,Caribbean Salt or mud flats,Sparse,700,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
3880,2880,Caribbean Mangrove,Tree,825,Riparian,Caribbean Mangrove Forest,LF 96: Caribbean Mangrove Forest,Tree-dominated,Closed Tree Canopy,Mixed,0,237,0,0.000000,0.929412,0.000000
3881,2881,Caribbean Seasonally flooded savannahs and woodlands,Tree,826,Riparian,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed,156,128,92,0.611765,0.501961,0.360784
3882,2882,Caribbean Pterocarpus swamp,Tree,827,Riparian,Caribbean Forested Wetland,LF 97: Caribbean Forested Wetland,Tree-dominated,Closed Tree Canopy,Mixed,255,235,153,1.000000,0.921569,0.600000
3883,2883,Caribbean Tidally flooded evergreen dwarf-shrubland and forb vegetation,Shrub,824,Riparian,Caribbean Shrub/Herbaceous Wetland,LF 94: Caribbean Shrub/Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed,112,82,57,0.439216,0.321569,0.223529
3884,32,Quarries-Strip Mines-Gravel Pits,Barren,31,Non-vegetated,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,191,191,191,0.749020,0.749020,0.749020
3885,31,Barren,Barren,31,Non-vegetated,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,193,193,193,0.756863,0.756863,0.756863
3886,31,Barren,Barren,31,Non-vegetated,Barren,LF 31: Barren,Non-vegetated,Non-vegetated,Non-vegetated,191,191,191,0.749020,0.749020,0.749020
3887,11,Water,Water,11,Non-vegetated,Open Water,LF 11: Water,Non-vegetated,Non-vegetated,Non-vegetated,0,0,255,0.000000,0.000000,1.000000
3900,2913,Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216,0.266667,0.537255
3901,2914,Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170,102,205,0.666667,0.400000,0.803922
3902,2915,Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194,158,215,0.760784,0.619608,0.843137
3903,2916,Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202,122,245,0.792157,0.478431,0.960784
3904,2917,Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207,171,215,0.811765,0.670588,0.843137
3905,2913,Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112,68,137,0.439216,0.266667,0.537255
